Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000304089	MAG	1462254	33	98219	43.5	99.24	0.45	0.00	0.00	0.00	20	CAMXXU01	MGYG000304089	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_C	SAMEA111539065	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304089/genomes1/MGYG000304089.gff.gz
MGYG000304090	MAG	652432	20	113097	47.07	54.7	0.0	0.00	0.00	0.00	18	CAMXXV01	MGYG000304090	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__	SAMEA111539078	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304090/genomes1/MGYG000304090.gff.gz
MGYG000304091	MAG	1841859	241	9340	41.67	85.87	0.98	0.00	0.00	0.00	11	CAMXXW01	MGYG000304091	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella ihumii	SAMEA111539040	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304091/genomes1/MGYG000304091.gff.gz
MGYG000304092	MAG	874149	199	4458	47.56	54.62	0.0	0.00	0.00	0.00	7	CAMXXY01	MGYG000303976	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera lornae	SAMEA111539325	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303976/genomes1/MGYG000304092.gff.gz
MGYG000304093	MAG	1715922	143	16181	40.31	90.66	0.9	0.00	0.00	0.00	7	CAMXXZ01	MGYG000304093	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BF	SAMEA111539217	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304093/genomes1/MGYG000304093.gff.gz
MGYG000304094	MAG	2043528	43	87977	35.54	99.32	0.0	0.00	0.00	0.00	18	CAMXYA01	MGYG000303750	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella amnii	SAMEA111539205	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303750/genomes1/MGYG000304094.gff.gz
MGYG000304095	MAG	2283502	97	36716	59.87	99.54	0.69	0.00	0.00	0.00	19	CAMXYB01	MGYG000304095	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	SAMEA111539080	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304095/genomes1/MGYG000304095.gff.gz
MGYG000304096	MAG	1710245	99	25479	40.32	96.74	0.54	0.00	0.00	0.00	13	CAMXYC01	MGYG000304000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis	SAMEA111539048	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304000/genomes1/MGYG000304096.gff.gz
MGYG000304097	MAG	1327986	127	17090	39.44	95.16	0.0	0.00	0.00	0.00	15	CAMXYD01	MGYG000304222	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355	SAMEA111539212	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304222/genomes1/MGYG000304097.gff.gz
MGYG000304098	MAG	1376066	119	16434	49.4	95.55	0.43	0.00	0.00	0.00	17	CAMXYE01	MGYG000304098	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__	SAMEA111539139	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304098/genomes1/MGYG000304098.gff.gz
MGYG000304099	MAG	2391508	24	162074	55.17	99.53	0.95	0.00	0.00	0.00	20	CAMXYF01	MGYG000304099	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris	SAMEA111539189	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304099/genomes1/MGYG000304099.gff.gz
MGYG000304100	MAG	1270444	178	8557	41.46	73.1	0.51	0.00	0.00	0.00	6	CAMXYG01	MGYG000304100	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	SAMEA111539072	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304100/genomes1/MGYG000304100.gff.gz
MGYG000304101	MAG	1334766	165	10105	39.47	95.48	0.0	0.00	0.00	0.00	17	CAMXYH01	MGYG000304222	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp001553355	SAMEA111539185	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003042/MGYG000304222/genomes1/MGYG000304101.gff.gz
MGYG000304102	MAG	902059	205	4825	35.31	55.17	0.0	0.00	0.00	0.00	4	CAMXYI01	MGYG000304102	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	SAMEA111539262	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304102/genomes1/MGYG000304102.gff.gz
MGYG000304103	MAG	1382384	166	11638	35.87	84.97	0.0	0.00	0.00	0.00	14	CAMXYJ01	MGYG000303907	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Ezakiella;s__Ezakiella coagulans	SAMEA111539012	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303907/genomes1/MGYG000304103.gff.gz
MGYG000304104	MAG	1151721	31	65866	44.12	83.08	0.0	0.00	0.00	0.00	19	CAMXYK01	MGYG000304104	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	SAMEA111539279	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304104/genomes1/MGYG000304104.gff.gz
MGYG000304105	MAG	1681939	110	23987	36.18	94.13	0.71	0.00	0.00	0.00	16	CAMXYM01	MGYG000303898	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	SAMEA111539191	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303898/genomes1/MGYG000304105.gff.gz
MGYG000304106	MAG	2313675	88	47252	44.42	93.94	0.27	0.00	0.00	0.00	18	CAMXYN01	MGYG000304106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella corporis	SAMEA111539227	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304106/genomes1/MGYG000304106.gff.gz
MGYG000304107	MAG	2012644	83	44463	35.89	99.3	0.0	0.00	0.00	0.00	9	CAMXYO01	MGYG000303958	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	SAMEA111539174	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303958/genomes1/MGYG000304107.gff.gz
MGYG000304108	MAG	2312084	30	122814	58.67	100	0.0	0.00	0.00	0.00	19	CAMXYP01	MGYG000304108	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	SAMEA111539081	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304108/genomes1/MGYG000304108.gff.gz
MGYG000304109	MAG	1708830	56	48933	41.38	97.4	0.27	0.00	0.00	0.00	12	CAMXYQ01	MGYG000304109	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus coleohominis_A	SAMEA111539107	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304109/genomes1/MGYG000304109.gff.gz
MGYG000304110	MAG	1659775	105	26697	35.35	95.64	0.63	0.00	0.00	0.00	11	CAMXYR01	MGYG000304110	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__	SAMEA111539128	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304110/genomes1/MGYG000304110.gff.gz
MGYG000304111	MAG	1622969	187	11191	50.11	82.86	1.24	0.00	0.00	0.00	16	CAMXYS01	MGYG000304111	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__JAAYOA01;s__	SAMEA111539276	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304111/genomes1/MGYG000304111.gff.gz
MGYG000304112	MAG	1850928	147	17652	47.24	97.55	0.31	0.00	0.00	0.00	18	CAMXYT01	MGYG000304112	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__Porphyromonas_A sp900554935	SAMEA111539202	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304112/genomes1/MGYG000304112.gff.gz
MGYG000304113	MAG	1949185	30	127866	34.67	99.22	0.0	0.00	0.00	0.00	16	CAMXYU01	MGYG000303915	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri	SAMEA111539307	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303915/genomes1/MGYG000304113.gff.gz
MGYG000304114	MAG	1107597	230	4924	61.23	58.26	0.88	0.00	0.00	0.00	15	CAMXYV01	MGYG000304114	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter;s__	SAMEA111539042	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304114/genomes1/MGYG000304114.gff.gz
MGYG000304115	MAG	842861	54	22612	46.44	62.99	1.72	0.00	0.00	0.00	18	CAMXYW01	MGYG000304028	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_H	SAMEA111539036	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304028/genomes1/MGYG000304115.gff.gz
MGYG000304116	MAG	2032605	65	57371	61.36	97.73	0.0	0.00	0.00	0.00	18	CAMXYX01	MGYG000304116	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum sanguinis	SAMEA111539272	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304116/genomes1/MGYG000304116.gff.gz
MGYG000304117	MAG	1795714	171	16684	48.77	93.01	1.04	0.00	0.00	0.00	19	CAMXYY01	MGYG000304117	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olegusella;s__	SAMEA111539142	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304117/genomes1/MGYG000304117.gff.gz
MGYG000304118	MAG	938218	87	13590	28.97	73.81	1.22	0.00	0.00	0.00	9	CAMXYZ01	MGYG000304118	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	SAMEA111539224	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304118/genomes1/MGYG000304118.gff.gz
MGYG000304119	MAG	697622	34	38861	47.43	61.97	0.0	0.00	0.00	0.00	20	CAMXZA01	MGYG000304013	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__	SAMEA111539209	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304013/genomes1/MGYG000304119.gff.gz
MGYG000304120	MAG	2299280	67	68583	59.91	98.9	0.08	0.00	0.00	0.00	17	CAMXZB01	MGYG000304120	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp900539985	SAMEA111539068	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304120/genomes1/MGYG000304120.gff.gz
MGYG000304121	MAG	1371198	152	10789	36.44	86.71	0.0	0.00	0.00	0.00	7	CAMXZC01	MGYG000304121	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus prevotii	SAMEA111539260	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304121/genomes1/MGYG000304121.gff.gz
MGYG000304122	MAG	807792	27	57622	25.55	98.33	0.42	0.00	0.00	0.00	20	CAMXZD01	MGYG000304122	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__Ureaplasma urealyticum	SAMEA111539291	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304122/genomes1/MGYG000304122.gff.gz
MGYG000304123	MAG	1328015	65	45772	28.22	98.88	1.12	0.00	0.00	0.00	14	CAMXZE01	MGYG000303840	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis	SAMEA111539289	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303840/genomes1/MGYG000304123.gff.gz
MGYG000304124	MAG	552153	49	14100	38.49	58.55	0.0	0.00	0.00	0.00	19	CAMXZF01	MGYG000304124	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__;s__	SAMEA111539265	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304124/genomes1/MGYG000304124.gff.gz
MGYG000304125	MAG	2124746	130	21874	59.75	91.13	2.77	0.00	0.00	0.00	18	CAMXZG01	MGYG000304125	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	SAMEA111539266	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304125/genomes1/MGYG000304125.gff.gz
MGYG000304126	MAG	1359981	152	12162	38.15	94.71	0.0	0.00	0.00	0.00	3	CAMXZH01	MGYG000303985	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp000758885	SAMEA111539216	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303985/genomes1/MGYG000304126.gff.gz
MGYG000304127	MAG	2917500	164	25838	46.76	91.2	2.38	0.00	0.00	0.00	13	CAMXZI01	MGYG000304127	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	SAMEA111539170	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304127/genomes1/MGYG000304127.gff.gz
MGYG000304128	MAG	926444	127	7507	39.82	57.91	0.0	0.00	0.00	0.00	15	CAMXZJ01	MGYG000303726	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_F	SAMEA111539213	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303726/genomes1/MGYG000304128.gff.gz
MGYG000304129	MAG	1528726	103	23972	34.56	96.43	3.5	0.00	0.00	0.00	7	CAMXZK01	MGYG000304129	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B duerdenii	SAMEA111539024	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304129/genomes1/MGYG000304129.gff.gz
MGYG000304130	MAG	1753796	30	74905	34.93	99.7	0.32	0.00	0.00	0.00	11	CAMXZL01	MGYG000303791	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus tetradius	SAMEA111539049	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303791/genomes1/MGYG000304130.gff.gz
MGYG000304131	MAG	1331919	244	5867	57.7	65.11	1.66	0.00	0.00	0.00	11	CAMXZM01	MGYG000303990	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__	SAMEA111539225	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003039/MGYG000303990/genomes1/MGYG000304131.gff.gz
MGYG000304132	MAG	1117354	57	27113	40.05	80.98	0.0	0.00	0.00	0.00	11	CAMXZO01	MGYG000304000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus portuensis	SAMEA111539315	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003040/MGYG000304000/genomes1/MGYG000304132.gff.gz
MGYG000304133	MAG	2177640	136	33724	36.81	99.03	0.09	0.00	0.00	0.00	18	CAMXZQ01	MGYG000303884	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	SAMEA111539084	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003038/MGYG000303884/genomes1/MGYG000304133.gff.gz
MGYG000304134	MAG	1600166	128	16835	66.81	84.62	2.11	0.00	0.00	0.00	16	CAMXZR01	MGYG000304134	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_I;s__	SAMEA111539245	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304134/genomes1/MGYG000304134.gff.gz
MGYG000304135	MAG	1345065	302	4531	59.21	56.75	0.95	0.00	0.00	0.00	11	CAMXZS01	MGYG000304135	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia radingae_A	SAMEA111539053	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304135/genomes1/MGYG000304135.gff.gz
MGYG000304136	MAG	1646803	7	428691	41.32	100	0.0	0.00	0.00	0.00	20	CAMXZT01	MGYG000304136	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale	SAMEA111539086	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304136/genomes1/MGYG000304136.gff.gz
MGYG000304137	MAG	2444148	407	6475	69.95	80.9	1.46	0.00	0.00	0.00	19	CAMXZU01	MGYG000304137	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium sp002871795	SAMEA111539153	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304137/genomes1/MGYG000304137.gff.gz
MGYG000304138	MAG	847744	184	4853	56.52	62.17	0.0	0.00	0.00	0.00	20	CAMXZV01	MGYG000303787	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A sp000758825	SAMEA111539194	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303787/genomes1/MGYG000304138.gff.gz
MGYG000304139	MAG	1419045	232	7537	34.44	74.41	0.85	0.00	0.00	0.00	9	CAMXZW01	MGYG000304139	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp910589175	SAMEA111539232	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304139/genomes1/MGYG000304139.gff.gz
MGYG000304140	MAG	1394142	143	14537	40.34	75.04	1.6	0.00	0.00	0.00	4	CAMXZX01	MGYG000304140	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	SAMEA111539222	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304140/genomes1/MGYG000304140.gff.gz
MGYG000304141	MAG	1807453	36	96180	60.73	100	0.0	0.00	0.00	0.00	20	CAMXZY01	MGYG000304141	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella sp900604965	SAMEA111539052	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304141/genomes1/MGYG000304141.gff.gz
MGYG000304142	MAG	695978	17	454422	47.67	63.68	0.0	0.00	0.00	0.00	20	CAMXZZ01	MGYG000303700	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp004136275	SAMEA111539157	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003037/MGYG000303700/genomes1/MGYG000304142.gff.gz
MGYG000304143	MAG	1586517	324	5267	49.22	74.92	0.93	0.00	0.00	0.00	15	CAMYAA01	MGYG000304143	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__	SAMEA111539103	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304143/genomes1/MGYG000304143.gff.gz
MGYG000304144	MAG	1833005	27	96618	51.75	93.74	0.63	0.00	0.00	0.00	20	CAMYAB01	MGYG000304144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__	SAMEA111539155	ERP141739	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-vaginal/v1.0/all_genomes/MGYG0003041/MGYG000304144/genomes1/MGYG000304144.gff.gz
